,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),증기압(hPa),이슬점온도(°C),현지기압(hPa),해면기압(hPa),일조(hr),일사(MJ/m2),적설(cm),3시간신적설(cm),전운량(10분위),운형(운형약어),최저운고(100m ),시정(10m),지면온도(°C),5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),30cm 지중온도(°C),측정시간
6826,11.6,,1.7,290.0,40.0,5.5,-1.5,1016.7,1027.1,1.0,1.77,,,0.0,,,1991,17.5,12.0,11.7,13.8,15.7,2024-04-03 10:00:00
6827,13.0,,2.7,340.0,38.0,5.7,-1.0,1016.4,1026.8,1.0,2.3,,,0.0,,,2000,20.9,14.5,12.6,13.8,15.6,2024-04-03 11:00:00
6828,14.7,,1.0,250.0,38.0,6.3,0.5,1015.9,1026.2,1.0,2.55,,,0.0,,,1884,24.4,16.5,13.6,13.9,15.6,2024-04-03 12:00:00
6829,15.8,,1.5,250.0,36.0,6.4,0.7,1015.2,1025.4,1.0,2.59,,,0.0,,,1888,26.3,18.3,14.7,14.2,15.5,2024-04-03 13:00:00
6830,16.5,,1.4,250.0,32.0,6.0,-0.2,1014.6,1024.8,1.0,2.43,,,0.0,,,1841,26.8,19.5,15.8,14.7,15.6,2024-04-03 14:00:00
6831,17.1,,2.1,200.0,33.0,6.4,0.6,1014.1,1024.3,1.0,2.04,,,0.0,,,1929,25.2,19.9,16.7,15.1,15.7,2024-04-03 15:00:00
6832,16.9,,1.2,290.0,34.0,6.5,0.9,1014.4,1024.6,1.0,1.47,,,0.0,,,1942,22.6,19.6,17.2,15.6,15.8,2024-04-03 16:00:00
6833,16.3,,1.7,290.0,39.0,7.2,2.3,1014.6,1024.8,1.0,0.8,,,0.0,,,1969,17.0,18.6,17.4,15.9,15.9,2024-04-03 17:00:00
6834,14.3,,1.3,290.0,46.0,7.5,2.8,1014.8,1025.1,0.6,0.16,,,0.0,,,2000,12.6,16.8,17.3,16.2,16.1,2024-04-03 18:00:00
6835,12.9,,1.4,290.0,50.0,7.4,2.7,1015.2,1025.5,,,,,0.0,,,2000,10.5,15.2,16.9,16.4,16.3,2024-04-03 19:00:00
6836,11.8,,1.5,290.0,53.0,7.3,2.5,1015.8,1026.2,,,,,0.0,,,2000,9.4,14.1,16.3,16.5,16.4,2024-04-03 20:00:00
6837,11.0,,1.1,270.0,60.0,7.8,3.5,1015.9,1026.3,,,,,0.0,,,1995,8.6,13.2,15.7,16.4,16.5,2024-04-03 21:00:00
6838,10.5,,1.2,270.0,62.0,7.8,3.5,1016.0,1026.5,,,,,0.0,,,2000,8.1,12.6,15.2,16.3,16.6,2024-04-03 22:00:00
6839,9.8,,0.5,360.0,66.0,8.0,3.7,1016.0,1026.5,,,,,0.0,,,1979,7.2,12.0,14.7,16.0,16.6,2024-04-03 23:00:00
6840,9.1,,0.9,20.0,69.0,8.0,3.7,1016.3,1026.8,,,,,0.0,,,1885,6.8,11.4,14.3,15.8,16.5,2024-04-04 00:00:00
6841,8.5,,0.2,0.0,70.0,7.7,3.3,1016.2,1026.7,,,,,0.0,,,1856,6.4,11.0,14.0,15.7,16.5,2024-04-04 01:00:00
6842,8.0,,0.5,360.0,74.0,7.9,3.6,1016.5,1027.1,,,,,0.0,,,1786,6.0,10.6,13.6,15.5,16.4,2024-04-04 02:00:00
6843,7.6,,0.7,20.0,78.0,8.1,4.0,1016.5,1027.1,,,,,0.0,,,1614,5.6,10.2,13.3,15.3,16.4,2024-04-04 03:00:00
6844,7.1,,1.2,50.0,79.0,7.9,3.6,1016.4,1027.0,,,,,0.0,,,1567,5.5,9.9,13.0,15.1,16.3,2024-04-04 04:00:00
6845,6.7,,1.1,50.0,81.0,7.9,3.6,1016.6,1027.2,,,,,0.0,,,1467,5.3,9.7,12.7,14.9,16.2,2024-04-04 05:00:00
6846,6.6,,1.0,50.0,80.0,7.7,3.3,1016.8,1027.4,,,,,0.0,,,1424,5.1,9.4,12.4,14.6,16.0,2024-04-04 06:00:00
6847,6.2,,0.8,50.0,83.0,7.8,3.5,1016.7,1027.3,0.0,0.01,,,0.0,,,1100,5.2,9.2,12.2,14.5,16.0,2024-04-04 07:00:00
6848,7.4,,0.5,90.0,70.0,7.2,2.2,1017.0,1027.6,0.5,0.36,,,0.0,,,1373,6.9,9.3,12.0,14.3,15.9,2024-04-04 08:00:00
6849,10.0,,1.0,70.0,56.0,6.9,1.6,1017.0,1027.5,1.0,1.03,,,0.0,,,1761,12.4,10.5,11.9,14.2,15.8,2024-04-04 09:00:00
6850,12.6,,1.4,50.0,50.0,7.3,2.4,1017.0,1027.4,1.0,1.68,,,0.0,,,1712,18.1,12.8,12.3,14.1,15.6,2024-04-04 10:00:00
6851,15.2,,1.2,20.0,44.0,7.6,3.0,1016.6,1026.9,1.0,2.16,,,0.0,,,1301,23.2,15.3,13.1,14.0,15.5,2024-04-04 11:00:00
6852,16.6,,0.7,50.0,36.0,6.8,1.4,1016.1,1026.3,1.0,2.45,,,0.0,,,1442,26.5,17.5,14.2,14.2,15.5,2024-04-04 12:00:00
6853,18.3,,1.9,200.0,33.0,6.9,1.7,1015.3,1025.4,1.0,2.53,,,0.0,,,1324,28.7,19.3,15.3,14.5,15.5,2024-04-04 13:00:00
6854,19.3,,1.3,180.0,27.0,6.1,-0.1,1014.2,1024.2,1.0,2.38,,,0.0,,,1384,28.7,20.3,16.3,14.9,15.5,2024-04-04 14:00:00
6855,19.8,,2.0,180.0,29.0,6.7,1.2,1013.7,1023.8,1.0,1.97,,,0.0,,,1246,27.4,20.7,17.2,15.3,15.6,2024-04-04 15:00:00
6856,19.4,,1.2,230.0,29.0,6.5,0.8,1013.4,1023.4,1.0,1.37,,,0.0,,,1154,24.1,20.4,17.8,15.8,15.8,2024-04-04 16:00:00
6857,18.7,,1.1,250.0,33.0,7.1,2.0,1013.1,1023.2,1.0,0.7,,,0.0,,,1164,18.8,19.4,18.1,16.2,16.0,2024-04-04 17:00:00
6858,16.5,,1.6,290.0,38.0,7.1,2.1,1013.1,1023.3,0.5,0.14,,,0.0,,,1246,14.4,17.7,17.9,16.5,16.1,2024-04-04 18:00:00
6859,14.8,,1.3,270.0,47.0,7.8,3.5,1013.7,1024.0,,,,,0.0,,,1111,11.9,16.0,17.4,16.6,16.2,2024-04-04 19:00:00
6860,13.8,,1.6,320.0,52.0,8.1,4.0,1013.9,1024.2,,,,,0.0,,,1088,10.6,14.8,16.8,16.7,16.4,2024-04-04 20:00:00
6861,12.6,,1.1,270.0,56.0,8.1,4.0,1013.9,1024.2,,,,,0.0,,,1053,9.6,13.9,16.2,16.6,16.5,2024-04-04 21:00:00
6862,11.7,,0.5,360.0,60.0,8.2,4.1,1014.1,1024.5,,,,,0.0,,,1002,8.6,13.1,15.7,16.5,16.6,2024-04-04 22:00:00
6863,11.0,,0.3,0.0,62.0,8.1,3.9,1014.1,1024.5,,,,,0.0,,,946,7.9,12.4,15.1,16.3,16.6,2024-04-04 23:00:00
6864,10.4,,0.0,0.0,59.0,7.4,2.7,1014.1,1024.6,,,,,0.0,,,971,7.4,11.8,14.7,16.1,16.6,2024-04-05 00:00:00
6865,9.5,,0.9,20.0,65.0,7.7,3.2,1013.7,1024.2,,,,,0.0,,,990,7.0,11.4,14.3,15.9,16.6,2024-04-05 01:00:00
6866,9.1,,0.3,0.0,68.0,7.8,3.4,1013.6,1024.1,,,,,0.0,,,921,6.5,11.0,14.0,15.7,16.6,2024-04-05 02:00:00
6867,8.4,,0.4,0.0,73.0,8.0,3.8,1013.3,1023.8,,,,,0.0,,,820,6.0,10.6,13.6,15.5,16.4,2024-04-05 03:00:00
6868,7.9,,1.3,50.0,76.0,8.1,3.9,1012.9,1023.4,,,,,0.0,,,771,5.7,10.2,13.3,15.3,16.4,2024-04-05 04:00:00
6869,7.6,,0.3,0.0,79.0,8.2,4.1,1012.9,1023.4,,,,,0.0,,,765,5.4,9.9,13.0,15.1,16.2,2024-04-05 05:00:00
6870,7.2,,0.7,20.0,80.0,8.1,3.9,1013.1,1023.7,,,,,0.0,,,729,5.2,9.6,12.7,14.9,16.1,2024-04-05 06:00:00
6871,6.9,,0.8,20.0,81.0,8.0,3.8,1013.4,1024.0,0.0,0.01,,,0.0,,,665,5.4,9.3,12.5,14.7,16.1,2024-04-05 07:00:00
6872,7.5,,1.1,20.0,72.0,7.4,2.7,1013.9,1024.5,0.5,0.34,,,0.0,,,697,6.9,9.4,12.2,14.5,15.9,2024-04-05 08:00:00
6873,10.1,,0.8,50.0,60.0,7.4,2.6,1014.4,1024.9,1.0,1.02,,,1.0,Ci,,726,12.9,10.6,12.1,14.3,15.8,2024-04-05 09:00:00
6874,13.3,,0.5,70.0,47.0,7.2,2.2,1014.1,1024.4,1.0,1.67,,,1.0,Ci,,818,19.2,13.1,12.5,14.2,15.7,2024-04-05 10:00:00
6875,16.2,,1.0,200.0,41.0,7.5,2.9,1013.8,1024.0,1.0,2.11,,,2.0,Ci,,878,24.1,15.8,13.3,14.2,15.6,2024-04-05 11:00:00
6876,17.2,,1.1,340.0,33.0,6.4,0.7,1012.7,1022.8,1.0,2.28,,,5.0,Ci,,1258,27.3,17.9,14.4,14.3,15.5,2024-04-05 12:00:00
6877,18.1,,1.5,270.0,32.0,6.6,1.1,1012.1,1022.2,1.0,2.21,,,4.0,Ci,,1684,28.9,19.3,15.6,14.7,15.6,2024-04-05 13:00:00
6878,18.9,,2.6,320.0,31.0,6.7,1.3,1011.5,1021.5,1.0,2.37,,,4.0,Ci,,1936,30.0,20.5,16.5,15.0,15.6,2024-04-05 14:00:00
6879,20.1,,2.4,270.0,32.0,7.5,2.8,1011.0,1021.0,1.0,2.0,,,4.0,Ci,,1893,29.0,21.0,17.4,15.5,15.7,2024-04-05 15:00:00
6880,19.1,,2.1,270.0,31.0,6.8,1.5,1011.3,1021.3,1.0,1.27,,,6.0,Ci,,1960,23.7,20.5,17.9,15.9,15.8,2024-04-05 16:00:00
6881,18.2,,2.3,290.0,43.0,9.0,5.4,1011.5,1021.6,1.0,0.68,,,6.0,Ci,,1925,19.1,19.4,18.1,16.3,15.9,2024-04-05 17:00:00
6882,16.2,,2.4,290.0,58.0,10.6,7.9,1011.6,1021.8,0.4,0.12,,,4.0,Ci,,1991,15.2,17.8,18.0,16.6,16.2,2024-04-05 18:00:00
6883,15.1,,2.9,320.0,60.0,10.2,7.3,1012.0,1022.3,,,,,6.0,,,1979,13.4,16.4,17.5,16.7,16.3,2024-04-05 19:00:00
6884,14.4,,2.3,320.0,61.0,9.9,6.9,1012.4,1022.6,,,,,8.0,,,1945,12.4,15.6,17.0,16.8,16.5,2024-04-05 20:00:00
6885,13.8,,2.4,290.0,66.0,10.4,7.5,1012.2,1022.5,,,,,6.0,ScCi,18.0,1897,11.7,14.9,16.6,16.7,16.5,2024-04-05 21:00:00
6886,13.5,,1.7,290.0,71.0,10.9,8.3,1012.0,1022.3,,,,,5.0,,16.0,1711,11.1,14.4,16.1,16.6,16.6,2024-04-05 22:00:00
6887,13.2,,1.2,320.0,73.0,11.0,8.4,1011.8,1022.1,,,,,7.0,,16.0,1639,10.9,14.1,15.8,16.5,16.6,2024-04-05 23:00:00
6888,12.6,,1.3,290.0,78.0,11.3,8.8,1011.7,1022.0,,,,,7.0,Ci,,1427,10.3,13.5,15.5,16.3,16.6,2024-04-06 00:00:00
6889,12.2,,1.4,290.0,80.0,11.3,8.8,1011.8,1022.1,,,,,1.0,,16.0,1283,9.8,13.2,15.2,16.2,16.6,2024-04-06 01:00:00
6890,11.8,,0.7,290.0,82.0,11.3,8.8,1011.9,1022.3,,,,,6.0,,16.0,1262,9.2,12.7,14.9,16.0,16.5,2024-04-06 02:00:00
6891,11.3,,0.0,0.0,85.0,11.3,8.8,1011.7,1022.1,,,,,3.0,Sc,14.0,907,8.7,12.3,14.6,15.8,16.5,2024-04-06 03:00:00
6892,11.0,,0.1,0.0,82.0,10.7,8.0,1011.5,1021.9,,,,,6.0,Sc,12.0,951,10.1,12.2,14.4,15.8,16.5,2024-04-06 04:00:00
6893,11.1,,0.3,0.0,79.0,10.4,7.5,1011.4,1021.8,,,,,6.0,Sc,8.0,1140,9.5,12.2,14.2,15.6,16.4,2024-04-06 05:00:00
6894,11.2,,0.2,0.0,81.0,10.7,8.0,1011.5,1021.9,,,,,5.0,Sc,8.0,1071,10.4,12.3,14.0,15.4,16.4,2024-04-06 06:00:00
6895,11.5,,0.8,50.0,81.0,10.9,8.3,1011.5,1021.9,0.0,0.0,,,8.0,Sc,5.0,960,11.5,12.6,14.0,15.4,16.3,2024-04-06 07:00:00
6896,12.0,,0.4,0.0,77.0,10.7,8.0,1011.6,1022.0,0.0,0.12,,,9.0,Sc,5.0,891,12.8,12.9,14.0,15.2,16.2,2024-04-06 08:00:00
6897,12.8,,0.5,20.0,74.0,10.9,8.2,1011.8,1022.1,0.0,0.31,,,9.0,Sc,5.0,831,14.5,13.6,14.2,15.2,16.2,2024-04-06 09:00:00
6898,14.1,,0.6,20.0,66.0,10.6,7.8,1011.6,1021.8,0.0,0.58,,,9.0,Sc,5.0,827,17.7,14.4,14.3,15.2,16.1,2024-04-06 10:00:00
6899,16.7,,1.5,180.0,65.0,12.3,10.0,1010.9,1021.0,0.6,1.42,,,2.0,Sc,9.0,675,23.2,16.2,14.7,15.1,16.0,2024-04-06 11:00:00
6900,19.0,,1.8,230.0,60.0,13.1,11.0,1010.6,1020.6,1.0,2.11,,,6.0,Sc,7.0,513,27.9,18.7,15.4,15.2,16.0,2024-04-06 12:00:00
6901,19.7,,2.1,320.0,52.0,11.9,9.5,1009.4,1019.4,1.0,1.83,,,3.0,Sc,8.0,512,30.2,19.9,16.4,15.4,16.0,2024-04-06 13:00:00
6902,20.0,,2.1,320.0,48.0,11.2,8.6,1008.4,1018.4,1.0,1.72,,,2.0,Sc,9.0,586,28.4,20.7,17.3,15.8,16.1,2024-04-06 14:00:00
6903,20.4,,1.7,320.0,43.0,10.2,7.3,1007.8,1017.8,1.0,1.43,,,2.0,Sc,11.0,690,27.0,20.8,17.9,16.1,16.1,2024-04-06 15:00:00
6904,20.3,,2.2,290.0,44.0,10.4,7.6,1007.9,1017.9,1.0,1.09,,,1.0,Ci,,793,23.8,20.6,18.3,16.4,16.2,2024-04-06 16:00:00
6905,19.3,,2.8,270.0,49.0,10.9,8.3,1008.0,1018.0,1.0,0.55,,,3.0,Ci,,966,19.2,19.7,18.5,16.8,16.4,2024-04-06 17:00:00
6906,18.0,,2.3,270.0,66.0,13.6,11.5,1008.1,1018.1,0.2,0.1,,,3.0,Ci,,554,16.3,18.4,18.4,17.0,16.6,2024-04-06 18:00:00
6907,16.9,,1.8,270.0,74.0,14.2,12.2,1008.6,1018.7,,,,,4.0,,10.0,366,14.5,17.3,18.0,17.2,16.7,2024-04-06 19:00:00
6908,15.9,,2.8,270.0,81.0,14.6,12.6,1008.9,1019.1,,,,,1.0,,,250,13.6,16.4,17.6,17.2,16.8,2024-04-06 20:00:00
6909,15.5,,1.3,320.0,86.0,15.1,13.1,1008.9,1019.1,,,,,0.0,,,178,12.7,15.8,17.1,17.2,16.9,2024-04-06 21:00:00
6910,14.8,,1.5,320.0,83.0,13.9,11.9,1008.9,1019.1,,,,,4.0,,,227,11.8,15.1,16.8,17.0,16.9,2024-04-06 22:00:00
6911,14.1,,1.5,290.0,74.0,11.9,9.5,1008.9,1019.1,,,,,6.0,,,486,10.8,14.5,16.4,16.9,16.9,2024-04-06 23:00:00
6912,13.3,,1.7,320.0,64.0,9.7,6.6,1009.0,1019.3,,,,,4.0,Ci,,860,10.1,14.0,16.0,16.8,17.0,2024-04-07 00:00:00
6913,12.4,,1.1,290.0,65.0,9.3,5.9,1008.9,1019.2,,,,,7.0,,63.0,1099,9.6,13.5,15.7,16.6,16.9,2024-04-07 01:00:00
6914,11.7,,1.0,320.0,70.0,9.6,6.4,1008.6,1018.9,,,,,8.0,,62.0,1012,9.6,13.0,15.3,16.5,16.9,2024-04-07 02:00:00
6915,11.5,,1.4,290.0,61.0,8.2,4.2,1008.2,1018.5,,,,,7.0,Ci,,1399,9.3,12.9,15.1,16.3,16.9,2024-04-07 03:00:00
6916,11.0,,0.6,320.0,69.0,9.0,5.5,1007.9,1018.3,,,,,5.0,Ci,,1510,8.3,12.4,14.7,16.1,16.7,2024-04-07 04:00:00
6917,10.2,,1.5,270.0,70.0,8.7,4.9,1007.9,1018.3,,,,,7.0,Ci,,1519,8.4,12.1,14.5,16.0,16.8,2024-04-07 05:00:00
6918,10.1,,0.2,0.0,71.0,8.7,5.0,1008.3,1018.7,,,,,8.0,Ci,,1474,8.5,11.7,14.1,15.7,16.6,2024-04-07 06:00:00
6919,10.2,,0.4,0.0,68.0,8.4,4.5,1008.3,1018.7,0.0,0.0,,,7.0,Ci,,1493,9.1,11.8,14.0,15.6,16.6,2024-04-07 07:00:00
6920,10.4,,0.6,50.0,63.0,7.9,3.6,1008.6,1019.0,0.0,0.19,,,6.0,Ci,,1367,10.7,12.0,13.9,15.5,16.5,2024-04-07 08:00:00
6921,11.8,,0.7,50.0,55.0,7.6,3.0,1008.6,1018.9,0.0,0.55,,,8.0,Ci,,1182,13.3,12.7,13.8,15.3,16.3,2024-04-07 09:00:00
6922,14.4,,0.6,70.0,45.0,7.4,2.6,1008.1,1018.3,0.9,1.28,,,5.0,Ci,,1206,20.0,14.3,14.0,15.2,16.3,2024-04-07 10:00:00
6923,16.5,,0.7,50.0,39.0,7.3,2.4,1007.4,1017.5,1.0,1.68,,,6.0,Ci,,1351,24.5,16.5,14.6,15.2,16.2,2024-04-07 11:00:00
6924,18.8,,1.2,160.0,35.0,7.5,2.9,1006.7,1016.7,1.0,2.06,,,4.0,Ci,,1057,28.3,18.6,15.4,15.2,16.1,2024-04-07 12:00:00
6925,19.4,,2.0,270.0,31.0,7.0,1.8,1005.8,1015.7,1.0,2.02,,,4.0,Ci,,1862,29.3,20.0,16.4,15.5,16.1,2024-04-07 13:00:00
6926,19.9,,1.9,290.0,29.0,6.7,1.3,1005.0,1015.0,1.0,2.09,,,2.0,Ci,,1833,30.3,21.0,17.3,15.8,16.1,2024-04-07 14:00:00
6927,19.9,,2.0,270.0,31.0,7.2,2.2,1004.7,1014.7,1.0,1.57,,,5.0,Ci,,1613,27.3,21.1,18.0,16.2,16.2,2024-04-07 15:00:00
6928,19.5,,2.1,290.0,32.0,7.2,2.3,1004.8,1014.7,1.0,1.1,,,6.0,Ci,,1436,24.2,20.8,18.5,16.6,16.4,2024-04-07 16:00:00
6929,18.4,,1.8,320.0,38.0,8.0,3.8,1004.6,1014.6,1.0,0.5,,,6.0,Ci,,1565,19.1,19.5,18.6,16.9,16.5,2024-04-07 17:00:00
6930,16.9,,1.4,290.0,47.0,9.0,5.5,1004.8,1014.9,0.3,0.11,,,5.0,Ci,,1637,15.1,18.0,18.3,17.1,16.6,2024-04-07 18:00:00
6931,15.5,,1.7,290.0,63.0,11.0,8.4,1005.0,1015.2,,,,,3.0,,48.0,1774,13.6,16.8,18.0,17.3,16.8,2024-04-07 19:00:00
6932,14.8,,2.0,270.0,68.0,11.4,8.9,1005.3,1015.5,,,,,4.0,,,1502,12.6,15.8,17.4,17.2,16.9,2024-04-07 20:00:00
6933,14.3,,1.0,290.0,72.0,11.7,9.3,1005.4,1015.6,,,,,5.0,Ci,,1374,11.6,15.1,16.9,17.1,16.9,2024-04-07 21:00:00
6934,13.6,,0.6,290.0,71.0,11.0,8.4,1005.6,1015.8,,,,,5.0,,,1457,10.9,14.5,16.5,17.0,17.0,2024-04-07 22:00:00
6935,12.9,,0.6,270.0,78.0,11.6,9.1,1005.5,1015.7,,,,,5.0,,65.0,1201,10.3,13.8,16.0,16.8,17.0,2024-04-07 23:00:00
6936,12.3,,1.2,320.0,75.0,10.6,7.9,1005.3,1015.6,,,,,3.0,Ci,,1332,9.6,13.4,15.6,16.6,16.9,2024-04-08 00:00:00
6937,11.5,,1.2,290.0,74.0,10.0,7.0,1005.3,1015.6,,,,,0.0,,,1305,8.9,12.8,15.3,16.5,16.9,2024-04-08 01:00:00
6938,10.8,,0.3,0.0,77.0,9.9,6.9,1005.2,1015.5,,,,,0.0,,,1268,8.1,12.4,15.0,16.3,16.9,2024-04-08 02:00:00
6939,10.2,,0.3,0.0,80.0,9.9,6.8,1005.1,1015.5,,,,,0.0,,,1191,7.6,11.9,14.6,16.1,16.8,2024-04-08 03:00:00
6940,9.7,,0.0,0.0,76.0,9.1,5.6,1005.3,1015.7,,,,,0.0,,,1308,7.1,11.5,14.3,15.9,16.7,2024-04-08 04:00:00
6941,9.2,,0.0,0.0,77.0,8.9,5.3,1005.3,1015.7,,,,,0.0,,,1278,6.8,11.1,14.0,15.8,16.7,2024-04-08 05:00:00
6942,8.8,,0.2,0.0,77.0,8.7,4.9,1005.6,1016.0,,,,,0.0,,,1077,6.5,10.8,13.7,15.6,16.5,2024-04-08 06:00:00
6943,8.6,,0.7,320.0,77.0,8.5,4.7,1006.0,1016.4,0.0,0.0,,,0.0,,,965,6.4,10.5,13.4,15.4,16.5,2024-04-08 07:00:00
6944,9.2,,0.2,0.0,68.0,7.8,3.5,1006.3,1016.7,0.5,0.28,,,0.0,,,952,8.1,10.5,13.2,15.2,16.4,2024-04-08 08:00:00
6945,11.2,,1.1,50.0,63.0,8.4,4.4,1006.5,1016.8,1.0,0.88,,,0.0,,,656,13.5,11.8,13.1,15.1,16.3,2024-04-08 09:00:00
6946,14.0,,1.6,180.0,58.0,9.2,5.8,1006.2,1016.4,1.0,1.53,,,0.0,,,841,19.9,14.3,13.6,15.1,16.3,2024-04-08 10:00:00
6947,15.5,,2.5,290.0,25.0,4.4,-4.4,1006.3,1016.5,1.0,2.1,,,0.0,,,1727,25.2,16.7,14.2,14.9,16.1,2024-04-08 11:00:00
6948,16.2,,2.5,290.0,29.0,5.4,-1.8,1005.9,1016.0,1.0,2.45,,,0.0,,,1935,29.0,18.5,15.2,15.1,16.1,2024-04-08 12:00:00
6949,17.7,,2.1,270.0,25.0,5.0,-2.6,1005.4,1015.4,1.0,2.48,,,0.0,,,1917,31.6,20.1,16.2,15.3,16.0,2024-04-08 13:00:00
6950,18.3,,1.7,270.0,24.0,5.0,-2.6,1004.9,1014.9,1.0,2.4,,,0.0,,,1983,31.9,21.0,17.2,15.6,16.0,2024-04-08 14:00:00
6951,18.3,,2.7,290.0,21.0,4.4,-4.4,1004.8,1014.8,1.0,2.02,,,0.0,,,2000,29.4,21.5,18.1,16.2,16.2,2024-04-08 15:00:00
6952,18.0,,2.1,270.0,26.0,5.4,-1.8,1005.0,1015.0,1.0,1.45,,,0.0,,,2000,25.9,21.2,18.8,16.7,16.5,2024-04-08 16:00:00
6953,16.9,,2.5,290.0,34.0,6.5,0.9,1005.2,1015.3,1.0,0.74,,,0.0,,,2000,18.3,19.7,18.8,17.0,16.6,2024-04-08 17:00:00
6954,14.6,,2.3,320.0,39.0,6.4,0.7,1005.3,1015.5,0.5,0.11,,,0.0,,,2000,14.1,17.6,18.4,17.2,16.7,2024-04-08 18:00:00
6955,13.2,,1.3,290.0,42.0,6.3,0.5,1005.9,1016.1,,,,,0.0,,,2000,11.6,15.8,17.7,17.2,16.8,2024-04-08 19:00:00
6956,12.2,,1.1,290.0,47.0,6.7,1.2,1006.3,1016.6,,,,,0.0,,,2000,10.1,14.6,17.2,17.3,16.9,2024-04-08 20:00:00
6957,10.8,,0.9,290.0,53.0,6.8,1.5,1006.5,1016.9,,,,,0.0,,,2000,9.2,13.7,16.6,17.3,17.1,2024-04-08 21:00:00
6958,9.9,,0.1,0.0,50.0,6.1,0.0,1006.9,1017.3,,,,,0.0,,,2000,8.2,12.9,16.0,17.1,17.1,2024-04-08 22:00:00
6959,9.7,,0.7,20.0,56.0,6.7,1.3,1007.0,1017.4,,,,,0.0,,,2000,7.5,12.1,15.3,16.7,17.0,2024-04-08 23:00:00
6960,9.2,,0.7,70.0,64.0,7.4,2.7,1006.9,1017.3,,,,,0.0,,,2000,7.7,11.7,14.9,16.5,17.0,2024-04-09 00:00:00
6961,9.0,,0.7,20.0,66.0,7.5,2.9,1007.2,1017.6,,,,,0.0,,,2000,7.0,11.1,14.3,16.1,16.7,2024-04-09 01:00:00
6962,8.7,,0.8,20.0,71.0,8.0,3.7,1007.5,1017.9,,,,,0.0,,,2000,7.0,10.8,13.9,15.8,16.6,2024-04-09 02:00:00
6963,8.6,,0.6,50.0,74.0,8.2,4.2,1007.7,1018.1,,,,,1.0,Sc,10.0,1985,6.9,10.8,13.8,15.7,16.7,2024-04-09 03:00:00
6964,8.1,,0.6,20.0,78.0,8.4,4.4,1007.7,1018.2,,,,,0.0,,,2000,6.5,10.4,13.5,15.6,16.6,2024-04-09 04:00:00
6965,7.8,,1.1,20.0,81.0,8.5,4.7,1007.7,1018.2,,,,,0.0,,,2000,6.3,10.1,13.1,15.2,16.4,2024-04-09 05:00:00
6966,7.6,,0.3,0.0,82.0,8.5,4.7,1008.1,1018.6,,,,,0.0,,,1933,5.8,9.8,12.9,15.1,16.3,2024-04-09 06:00:00
6967,7.7,,0.4,0.0,81.0,8.5,4.6,1008.7,1019.2,0.0,0.0,,,3.0,Sc,17.0,1992,6.3,9.7,12.7,15.0,16.3,2024-04-09 07:00:00
6968,8.5,,0.5,20.0,77.0,8.5,4.6,1009.2,1019.7,0.0,0.21,,,6.0,Sc,16.0,1995,9.9,10.1,12.6,14.8,16.2,2024-04-09 08:00:00
6969,10.9,,0.9,110.0,60.0,7.8,3.4,1009.5,1019.9,0.9,0.93,,,4.0,Sc,14.0,1997,12.3,11.7,12.7,14.6,16.1,2024-04-09 09:00:00
6970,13.7,,1.2,90.0,57.0,8.9,5.3,1009.5,1019.7,1.0,1.33,,,6.0,Sc,13.0,2000,19.4,13.5,12.8,14.4,15.8,2024-04-09 10:00:00
6971,15.0,,1.4,50.0,52.0,8.8,5.2,1009.7,1019.9,0.7,1.5,,,7.0,Sc,13.0,2000,25.3,15.4,13.6,14.4,15.7,2024-04-09 11:00:00
6972,16.8,,1.6,70.0,50.0,9.5,6.3,1009.5,1019.6,0.9,1.94,,,7.0,Sc,17.0,2000,24.1,17.9,14.6,14.6,15.7,2024-04-09 12:00:00
6973,18.1,,2.2,50.0,43.0,8.9,5.3,1009.2,1019.2,1.0,2.3,,,7.0,Sc,14.0,2000,29.8,19.4,15.6,14.9,15.7,2024-04-09 13:00:00
6974,18.7,,1.3,90.0,39.0,8.4,4.4,1008.9,1018.9,0.9,1.66,,,7.0,Sc,15.0,2000,28.9,19.6,16.3,15.1,15.6,2024-04-09 14:00:00
6975,19.0,,1.9,70.0,38.0,8.3,4.3,1009.0,1019.0,0.9,1.72,,,4.0,Sc,16.0,2000,29.2,20.2,17.0,15.4,15.7,2024-04-09 15:00:00
6976,18.5,,1.8,50.0,40.0,8.5,4.6,1009.3,1019.3,1.0,1.28,,,3.0,Sc,15.0,2000,25.4,20.3,17.8,16.0,16.0,2024-04-09 16:00:00
6977,16.9,,1.6,70.0,44.0,8.4,4.5,1009.8,1019.9,0.5,0.44,,,7.0,CuSc,15.0,2000,18.6,18.9,17.9,16.2,16.0,2024-04-09 17:00:00
6978,15.7,,2.5,90.0,45.0,8.0,3.7,1010.5,1020.7,0.3,0.06,,,7.0,Sc,15.0,2000,15.7,17.6,17.6,16.5,16.2,2024-04-09 18:00:00
6979,14.9,,2.1,90.0,49.0,8.2,4.2,1011.4,1021.7,,,,,7.0,,18.0,2000,14.3,16.4,17.2,16.5,16.2,2024-04-09 19:00:00
6980,13.8,,1.9,50.0,56.0,8.8,5.1,1011.9,1022.2,,,,,8.0,,38.0,2000,12.6,15.6,16.8,16.6,16.3,2024-04-09 20:00:00
